Country Name;Country Code;Population;Average;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011
St. Lucia;LCA;176000;4891.09575832514;2961.91330146209;3172.57615312061;3485.18253659689;3516.80833790829;3627.23590081951;3856.0413335606;3851.23526382008;4038.39942662311;4327.21908440517;4505.49042749514;4900.49567569114;4485.77551382201;4543.5430934044;4864.51471114911;5283.71757389597;5528.86452120183;6118.68274933042;6726.98778384272;6897.60990115759;6810.52463477575;6947.43431673052;7153.85444234007
Lithuania;LTU;3203000;5719.26859932623;2841.30756236628;2777.17362445149;2314.06681710043;2016.12221657549;1902.75169635275;2178.19609120596;2339.67391832493;2833.09422827713;3170.7524601115;3113.11977227418;3267.34744263239;3492.73344493941;4082.92399458641;5387.26272950741;6564.09422846215;7603.96677648003;8864.99230074561;11584.2411820974;14071.2651081544;11033.5884564141;11046.0518513662;13339.1832827515
Latvia;LVA;2220000;5605.83378975383;2796.31265998635;2549.03293417349;1854.4108574766;1743.06741387124;2007.68453536886;2106.88200936784;2273.01105987543;2521.00690907653;2745.60394803609;3048.97693122183;3300.93465630486;3529.94009096824;3983.01910868396;4810.66982866443;5950.1281963667;6973.16094254957;8713.06795312493;12638.1472877512;14857.8866192073;11475.6923347794;10723.3562631249;12726.3508346045
Turkey;TUR;73639596;5263.52343899023;2783.5866449841;2742.76956757148;2840.36802092391;3167.52690980665;2256.73112551501;2879.24830823394;3033.59336066345;3123.14251335623;4361.44213830251;3983.74620177199;4189.4780621383;3036.72708957549;3553.06626102457;4567.49913461439;5832.6893446599;7087.72024891628;7687.1256509437;9246.03040522512;10297.5054465719;8553.74145297029;10049.773564712;10524.0042053039
Botswana;BWA;2030738;4350.94617400289;2742.12687044611;2769.71090539316;2830.49809178957;2762.32813741363;2806.55054225178;3010.38291905523;2956.1066442468;3119.4807560459;3061.29437849287;3394.59230199409;3204.1154830988;3381.28609243039;3368.99901454397;4418.72266597456;5425.14574891767;5467.65910387576;5921.24787574224;6422.18505579411;6877.04109663209;5822.09656455067;7426.62835769301;8532.61722168124
Cuba;CUB;11253665;3385.97213234612;2709.98558895542;2282.48615010612;2058.88664323944;2072.82973958758;2622.48720030638;2791.41459906533;2284.85060925879;2307.63562460597;2333.02503238701;2562.73229456663;2752.55209394764;2844.05944326872;3005.73561617383;3203.19478116982;3400.34730844853;3789.16678706571;4681.89253842212;5200.56152061016;5396.88583510733;5396.88583510733;5396.88583510733;5396.88583510733
Estonia;EST;1340000;7409.99646918624;2629.01659389814;2629.01659389814;2629.01659389814;2629.01659389814;2629.01659389814;2629.01659389814;3339.85511852222;3609.82774966375;4035.56275035896;4150.035855127;4143.92718887775;4572.91284795944;5386.39351372456;7270.28482804435;8912.79009671882;10330.2448599037;12503.1232699897;16392.7210678516;17738.5231043752;14264.0114797949;14062.2342350933;16533.3747927032
Mauritius;MUS;1286051;4606.75106350089;2506.18493271298;2669.32628158848;2973.20538801772;2973.79360894844;3197.33695600519;3599.55175081755;3899.44243320673;3646.63784190973;3593.24156856112;3651.23107830888;3861.03854240778;3780.82884807517;3939.28186264406;4587.6561083959;5177.36646534448;5054.31811162906;5194.46714096886;6182.19732864129;7599.976242645;6928.9615831244;7577.10624646346;8755.37307660327
Algeria;DZA;35980193;2585.87983495305;2452.45472245241;1762.99193476648;1807.49127498677;1838.30088319558;1533.00572100735;1476.20026157788;1630.65733677001;1647.50533918651;1623.92252633534;1616.0203779151;1794.40523316556;1781.05381351174;1814.55742958381;2131.34526242867;2624.20727145345;3111.70344686813;3508.90877857113;4005.22424244245;4966.57170204569;3951.91090053405;4566.89103151877;5244.02687865026
Malaysia;MYS;28859154;4994.22791391232;2417.77347763755;2626.38686998518;3080.14064417406;3395.43968588156;3686.17530582435;4287.11293196279;4746.6136721857;4598.8041417714;3233.30623541088;3461.14520102009;4005.55632490843;3871.70518442253;4113.57118630619;4397.50835113791;4874.84428994713;5499.29359184623;6119.44366025232;7155.01579383029;8398.93650323828;7236.35229710468;8690.57023912497;9977.31851809851
Costa Rica;CRI;4726575;4431.7432222719;2411.36110507708;2275.66575929716;2658.60844375328;2917.67772968212;3119.37856711287;3379.25456300716;3329.46641909264;3516.46142008505;3768.38052924351;4122.81105196304;4068.82135059719;4097.88266173427;4125.29170597066;4210.50281288317;4390.48634944785;4632.85690927858;5140.89222014993;5911.59150842378;6596.71537164474;6403.58194934545;7773.85827195064;8646.80419024167
Chile;CHL;17269525;6461.48753200012;2393.03578030205;2712.28786770988;3250.96752254426;3423.98286119241;3890.98093600444;4951.56794061899;5178.74406835722;5580.10607463407;5277.79387442609;4792.37196593998;5144.58925355742;4635.73732215641;4497.25094423701;4877.26791850134;6237.87528737443;7631.34836999237;9376.1278614806;10392.9434442699;10694.8687198534;10178.8926757244;12639.5242560097;14394.4607591161
"Venezuela; RB";VEN;29278000;5470.94054538412;2381.13966506479;2561.48749932089;2830.26082946259;2751.17443769064;2619.18659312704;3397.39337584197;3033.44542097523;3738.72493482952;3901.18919155031;4105.00425007972;4818.7081800651;4963.04197865219;3683.17156923804;3257.07686449238;4304.03032965829;5475.1661079833;6787.67053101601;8382.05481845821;11297.662557359;11605.7983196973;13657.7481943983;10809.5563494898
Bulgaria;BGR;7476000;2989.86174659316;2377.33578626531;1267.73441441504;1214.48493254431;1278.5173915088;1149.37799254941;1554.72172292877;1063.07566098989;1209.50274411588;1581.82457412776;1611.12900386908;1579.34823955798;1729.19115686112;2030.78852342214;2641.78772313452;3249.28739637349;3733.26316099698;4313.43063643639;5498.03572893702;6798.13495141022;6403.14768611331;6334.68213239936;7158.15686609275
Dominica;DMA;67675;4555.71403656697;2345.01064786949;2547.03472305135;2702.28096444004;2815.61805893531;3019.75146889927;3139.35627527253;3321.59530608964;3469.23576688626;3670.04260569714;3824.70374144349;4657.01907737184;4765.50246534437;4718.51894290187;4924.91203569472;5311.80756791988;5246.51313424415;5643.73710173055;6119.17950141742;6780.71415801723;7085.44757766807;6963.87234556604;7153.85533801256
"Macedonia; FYR";MKD;2063893;2648.9377220115;2342.06488894831;2441.65190843364;1197.67380103164;1311.59726408327;1730.54673265202;2266.06151390075;2241.0165439723;1883.67297164449;1792.32886578646;1835.5629363655;1785.32679154725;1704.77853493169;1874.79163491369;2345.48627299138;2712.32034573929;2936.94255801337;3211.08893340585;3984.4416048995;4791.19287613123;4528.25473593781;4434.48891049009;4925.33925843339
Grenada;GRD;104890;4887.17825494876;2298.02869584409;2506.74877660721;2583.74075880083;2548.15341289934;2635.88627022258;2758.46661358713;2925.83282838445;3018.04993326483;3367.103101155;3745.57883990713;5154.11787501337;5143.75997901536;5339.48605886112;5835.30592191882;5856.36953346848;6817.91608750396;6839.89766708867;7389.37054872634;8024.63967779905;7449.85408559794;7499.51763495986;7780.09730824705
Slovak Republic;SVK;5440000;8358.49132192213;2210.99818330539;2473.77751295312;2690.16466599619;3031.87733177805;3685.75282006353;4709.73556422165;5077.72131032973;5022.77020632279;5431.44323975471;5550.00429154367;5330.40162188749;5636.63908980301;6439.47674866822;8520.58830292906;10417.8117288759;11384.5294595521;12798.5272671241;15583.3990303331;18109.0556601147;16100.0827063843;16036.0692703041;17645.983070042
Panama;PAN;3571185;4359.33375091997;2199.23954624438;2369.06057095402;2638.2442530973;2822.42247259572;2948.60313172085;2953.4249359153;3412.54236804178;3617.9315075767;3845.03650014983;3950.94418747732;3930.98940978835;3919.32643682358;3998.66672010213;4137.87587204233;4456.14020752559;4775.53028251369;5201.5687569565;5907.36839745877;6752.29349179962;6955.74483499095;7614.00924699018;7498.37938947436
Belize;BLZ;356600;3317.69033413059;2185.44965079365;2292.37487868503;2603.73707781869;2730.53489419546;2752.41806285865;2863.88809172155;2888.60960974383;2844.3396569817;2888.3541833326;3013.6075432702;3329.66373098479;3388.42112474452;3516.87934834485;3610.51913887143;3737.8050470353;3820.6806298036;4025.08553825984;4098.72120688518;4233.15740453275;4048.61944777911;4057.15114592399;4059.16993830623
"Iran; Islamic Rep.";IRN;74798599;2373.32143550685;2114.70378671021;1037.07022836455;1037.07022836455;1037.07022836455;1141.46830976956;1519.97794223194;1818.17301429459;1699.58002214001;1626.12003803864;1628.17045208893;1550.09060785641;1740.79628461363;1732.12166086806;1989.51380114921;2369.26558501316;2753.61270361907;3157.74931207455;4004.42274967437;4678.24880181429;4525.94860803344;4525.94860803344;4525.94860803344
Jamaica;JAM;2709300;3407.2702318121;1921.4260299318;1706.62273281251;1459.09564879593;2003.75584458521;2007.36926559177;2344.14192808063;2600.59834595335;2948.82784018985;3419.20432040956;3430.42593870825;3479.05675439137;3495.29933583825;3713.08777411832;3591.51314511268;3856.27342447657;4178.90827083182;4441.29770173943;4747.11594853623;4865.67600511448;4456.51923536268;4964.18640796083;5329.54320132464
St. Vincent and the Grenadines;VCT;109365;3974.5045044751;1844.66494715575;1971.99742855471;2160.15635798702;2209.82743270535;2250.51168190504;2465.43514601294;2605.47068177281;2714.1422424227;2945.60892745311;3076.57121884592;3683.78276857696;3991.38725013697;4277.77725018245;4452.04645061733;4813.15238548568;5070.40269823503;5610.09315490258;6278.1213535193;6402.42925077159;6153.09379875625;6171.62255237228;6290.8041200804
Fiji;FJI;868406;2836.07840007343;1835.58915172782;1882.10986032828;2057.7798114788;2166.18183147401;2383.73457588248;2540.25034579975;2713.43373746306;2640.04916658638;2069.20921404172;2406.87323535791;2074.74731802593;2037.48538943407;2257.27087999544;2833.5069692215;3329.87492757381;3655.35718036911;3747.49704995849;4046.44715241317;4255.14158603885;3377.26903939561;3687.21576452275;4396.70061452651
Belarus;BLR;9473000;2634.08851245402;1704.74030406477;1747.43867127761;1666.22751294157;1590.03540902938;1460.01754360249;1370.67270975184;1452.44700181708;1396.50216637274;1511.77026798131;1209.61488077994;1273.04912394871;1239.16729793254;1470.52145017321;1805.29611140492;2355.50518992562;3090.35963522097;3797.78256961095;4666.63698163522;6328.21111706597;5176.1358798279;5817.89774646622;5819.9177031574
Poland;POL;38216000;6273.44123582353;1693.73580961381;2187.15058056372;2405.79269053577;2443.0777302492;2812.60309830318;3603.10332074274;4056.6124251212;4066.11171039915;4471.95989708693;4340.41835579626;4454.0802196319;4978.57382617075;5183.82260632637;5674.73704433904;6620.0704241166;7963.0212080809;8958.01242244721;11157.2731919619;13885.6417498423;11293.8462174913;12303.2079185441;13462.8547407532
Namibia;NAM;2324004;2720.40935156914;1661.19429108678;1700.9890183796;1876.09839875809;1827.03047168896;2027.56781632565;2121.34576296772;2052.62206862807;2075.05435945087;1885.46733832656;1829.15289174181;2061.6209714655;1831.68321978928;1703.22669217602;2456.94783776445;3232.8479047402;3491.27280604601;3766.78116504086;4078.68497535733;4017.31868386645;3983.23755444355;4875.97091959691;5292.89058688051
Marshall Islands;MHL;54816;2359.6872033456;1659.53307392996;1702.26330231694;1844.53807044907;1987.62989608313;2137.26886186097;2357.08124215809;2157.23209247115;2056.0014959484;2093.24221052535;2073.32744123065;2127.48546193577;2208.89955568297;2395.71067309583;2440.52133889365;2522.82877038973;2643.44260375402;2745.68150109336;2852.8781878312;2885.13167831791;2838.42944006167;3015.20873844548;3168.78283712785
Romania;ROU;21390000;3512.41854873673;1650.69297837547;1254.14827051448;1100.72787619938;1158.05639379047;1323.02440317349;1563.94962760206;1562.12350001173;1564.50841984717;1871.18898032897;1583.84984553518;1650.96842103453;1815.50698438429;2101.74098746731;2736.97498250291;3481.20005967751;4572.04845345248;5681.09163666699;7856.47606035894;9299.73868488964;7500.3404452926;7539.35726305062;8405.49379805191
Kazakhstan;KAZ;16558459;3425.98521001425;1647.46323088489;1512.48506649256;1515.10404317961;1433.4615339108;1320.32162766745;1288.23902100185;1350.33384396278;1445.56941040867;1468.70178614569;1130.11360341239;1229.00095847383;1490.92675121819;1658.03114597916;2068.12351852812;2874.28848272999;3771.27895733845;5291.57402200785;6771.41663838215;8513.56754699515;7164.93139050307;9070.00972926781;11356.732311823
Georgia;GEO;4486000;1329.03691567317;1611.4108421544;1310.47264249497;757.38393919697;550.015394494186;517.087113049566;569.01814110096;670.461104849436;774.680210871008;805.272689971326;628.865657975276;691.997705191985;733.97041379006;779.38459063659;922.029739615273;1186.87304662626;1470.04203503662;1764.87043636042;2317.98850116003;2919.75665532987;2441.01665833044;2613.68950836499;3202.52511820901
Ukraine;UKR;45706100;1634.38542615716;1569.73004108385;1489.67969217639;1417.86993909774;1258.13632614604;1012.10518319258;935.968098691152;872.709185845106;991.230100697401;835.260296788022;635.766242031047;635.708968158503;780.738031094137;879.475048622778;1048.52248790763;1367.35243333629;1828.71762576598;2303.01883093183;3068.60899799696;3891.03782318207;2545.48034107349;2973.98170874555;3615.3819728929
"Micronesia; Fed. Sts.";FSM;111542;2147.49742617908;1528.25506909333;1683.05501827867;1757.90117851432;1911.73636538832;1913.53649893692;2071.22422329793;2028.15209208403;1916.68441273072;2041.2267054252;2057.69001323118;2177.58907629378;2237.41168817432;2242.1598453826;2261.62920474961;2199.32165359274;2283.38398837446;2304.3401889374;2324.33634032586;2367.9147060516;2507.41735155742;2648.17790190439;2781.79985361492
Tunisia;TUN;10673800;2717.91004127257;1507.23145563355;1571.82835333313;1825.37913235654;1687.451994419;1773.31300046264;2012.93626562594;2154.98693916039;2251.36846776111;2336.08394315192;2426.38836272624;2245.33505902834;2281.05687999244;2365.75886121553;2790.00436823287;3139.52911808272;3218.96108071481;3394.31028757518;3807.67716515445;4345.07050292253;4168.93675437811;4193.5547400205;4296.85817604861
Thailand;THA;69518555;2677.05597562527;1495.35853989456;1702.16821717674;1914.14153806141;2130.70024125851;2440.65864894086;2816.73285969078;3019.47111918254;2476.31968395848;1814.12520360098;1964.94818125606;1943.23792813964;1808.11317754657;1962.73462120745;2182.03265427975;2442.30782910579;2644.01738198315;3078.18017605593;3642.91738770863;3992.76192545656;3838.24959424365;4613.6808899393;4972.37366506863
Swaziland;SWZ;1067773;2038.98549772219;1292.0631281663;1305.08814432003;1415.77944377164;1466.7938966986;1503.77062019462;1763.16293057143;1639.00091158523;1706.52681743215;1564.25219892154;1533.49805334272;1508.18365985967;1333.208801737;1207.95985411176;1826.98359500763;2382.27032006834;2539.82154032186;2893.64322316993;2993.64507592225;2926.851911995;2826.73555870926;3503.16036599163;3725.28089798959
Jordan;JOR;6181000;2258.69033704048;1268.22328927738;1182.88748482047;1422.67161832075;1435.19581615987;1535.95501328855;1603.68398346752;1601.94653256749;1625.44310428671;1721.43347912932;1741.59621503651;1764.22989249254;1826.22062430097;1902.38828106391;1974.77849728892;2157.16267426359;2326.28023058541;2719.33126063457;3022.0081243599;3796.75743140709;4027.05208091558;4369.99824154345;4665.94353968012
Paraguay;PRY;6568290;1687.13411735802;1240.52062727023;1435.07524693781;1443.63460188866;1502.64707321276;1481.36923930415;1682.00159895123;1782.69956998299;1769.23527073618;1544.70263812934;1393.30815295194;1323.48193384895;1181.82995056687;915.010159173578;978.206367919211;1200.87541037414;1267.10982836098;1543.78323115913;1997.23454461998;2710.56643750495;2254.24130608014;2840.34959572406;3629.06779717916
Azerbaijan;AZE;9168000;1898.80888792974;1237.324491677;1209.23749284959;676.15151145252;530.090379806798;436.19055858199;397.198116117247;409.216745216782;505.560573228931;561.910301735455;573.8902561721;655.097432602586;703.671250439944;763.101212220367;883.614008967961;1045.02641527642;1578.36733030667;2472.99747579405;3851.32566367549;5574.60380218613;4950.29479142375;5843.16975329757;6915.75597142496
Colombia;COL;46927125;3112.98233570195;1212.95711941675;1218.30389096192;1428.50478772263;1587.72522623996;2282.35031248266;2537.69024762256;2617.98032462695;2823.54349416756;2561.03149532327;2204.09997716476;2511.97466521853;2429.42196329611;2384.07585866178;2268.87706548319;2762.13044422326;3404.23411995239;3725.09136718161;4678.90104517857;5423.26686786239;5133.39125636046;6186.02486793929;7104.03498835622
Peru;PER;29399817;2742.00864958128;1212.53033416052;1561.53968957859;1599.94537994025;1515.85691975288;1918.85981322398;2252.64275278725;2304.29540601336;2400.86044455078;2262.90409662997;2021.67943705688;2060.57625717817;2056.397648782;2135.96450402162;2279.1627915135;2559.46426483038;2880.57399887238;3312.37091609784;3817.12025598163;4457.92775828004;4412.38679462837;5283.22459531314;6017.90623159467
Tonga;TON;104509;2299.95668143483;1193.5241363889;1387.13752108348;1436.36210833599;1449.53354468829;2025.01743151324;2111.91064184197;2282.66840715804;2197.33741394434;1945.90884762736;1998.0242591644;1926.00457914856;1696.2801095824;1835.40071432983;2088.10596047839;2401.07872705046;2623.8328458021;2913.82874390311;2944.27628334695;3370.60715920863;3076.5985267143;3544.01161250869;4151.59741774693
"Congo; Rep.";COG;4139748;1456.68021808853;1171.56168424972;1110.40030662493;1163.88673968367;741.410354309733;665.438150302882;774.325473790185;904.124858001242;803.475217522537;655.656128413787;770.400254273003;1026.83155510095;869.583813716901;918.231811183502;1038.83836057202;1349.08469948896;1722.81283438134;2130.66865042183;2250.21754849081;3091.2323392069;2434.00956072874;2970.11626248829;3484.65819499569
Mongolia;MNG;2800114;1013.23026053254;1167.94698372172;1068.51625747457;585.121312003695;338.318724174436;404.574911194094;629.697555147332;578.712210893854;503.463998573058;475.069759377115;442.64114391853;471.473325797376;520.842107356948;567.970420373766;641.92502239466;792.243732000043;990.586624190447;1321.15492482856;1613.59483550113;2108.07554543999;1690.41698362112;2249.76589999408;3128.95345373933
Kosovo;KSV;1794303;1790.28741414389;1087.76240120887;1087.76240120887;1087.76240120887;1087.76240120887;1087.76240120887;1087.76240120887;1087.76240120887;1087.76240120887;1087.76240120887;1087.76240120887;1087.76240120887;1490.36103250226;1587.50582851273;1969.56271307405;2135.33284652383;2194.37265074737;2277.06470016807;2698.36763758741;3228.57538872808;3093.53447574336;3150.14770402209;3596.11172025872
Vanuatu;VUT;245619;1734.21020150635;1080.20817769658;1252.52823548652;1263.23557655035;1176.553872635;1334.88586792381;1390.09832667289;1427.25199399511;1462.89019462885;1474.04970610624;1478.70615737581;1469.76178745154;1360.77576562925;1345.18756301378;1567.00130045575;1769.56458822821;1862.46429132729;2008.67610701659;2373.19331931558;2602.32714345748;2525.55211321657;2833.32717801736;3094.38516693918
Morocco;MAR;32272974;1692.06405146364;1032.750579;1093.0834697;1097.8280184;1017.0819579;1133.5865748;1213.2782305;1327.9301824;1194.0524682;1410.7910096;1382.3945834;1271.8110919;1280.2797637;1355.5176192;1651.9595834;1867.2506508;1930.5280005;2106.2043472;2388.7938953;2793.4476524;2827.8185537;2795.4902278;3053.5306724
Ecuador;ECU;14666055;2266.7673849996;1009.29545130321;1081.47345527467;1118.54885913723;1375.2369590387;1663.01191790648;1774.84078285181;1836.84951307122;2008.4360721059;1945.39776732874;1373.2086261645;1291.34161301017;1692.95251352052;1936.01116592513;2187.36345079363;2471.49260091837;2751.47310500609;3057.61743579848;3285.52199715792;3856.40795803294;3647.69626280873;4008.23796405867;4496.46699877816
Syrian Arab Republic;SYR;20820311;1478.43453718119;998.742975478215;1022.9823583579;1014.55536585394;1019.13586304704;732.983140624515;804.220029512562;949.7699560663;976.358436960871;1000.03435052285;1019.33129116534;1208.73464153283;1282.28068503638;1272.31935458623;1248.02829566019;1393.34704484973;1561.28408572727;1767.29507342026;2099.45889551636;2677.59006816732;2691.59760912141;2892.75514838928;2892.75514838928
Angola;AGO;19618432;1524.24819112362;992.756820249027;1144.57497122565;525.260525782464;464.800936560425;345.703054882502;416.314833823433;604.401575198771;348.607580137994;69.0511778095459;126.570460756925;298.405842933873;314.710981515758;447.93903718011;808.277500432541;1187.80825894743;1856.95896784332;2573.99005816752;3526.11928227087;4414.06251248968;3511.75781664099;4237.34764166929;5318.0403682016
Dominican Republic;DOM;10056181;2940.66359145631;983.183197328879;1324.87868508332;1506.58142458877;1700.46897711411;1866.40023612231;2066.42971162836;2251.06582841717;2392.18153244261;2543.1891673735;2566.63753378681;2792.91769577717;2852.87383674564;2998.65956405501;2364.32148385996;2413.94491763718;3670.4505390382;3825.46875121396;4334.33342928055;4739.32922679172;4775.84588349699;5195.38123708808;5530.05615316855
Suriname;SUR;529419;3269.42994776093;980.793486912925;1061.03942306621;966.029035881078;1025.30072448198;1406.52863636998;1591.13988777757;1946.13097326068;2075.21593847177;2080.92940676996;1923.12687510724;1911.04631544449;1612.62263616029;2246.0535256971;2611.03014523418;3009.3479618276;3592.62617435819;5201.55467179494;5756.52771398215;6859.25499761196;7486.23820348131;8292.46105852439;8292.46105852439
Tuvalu;TUV;9847;1851.90958784477;980.091763453079;1034.17492439006;1070.26294997103;1052.80114950573;1184.93871452169;1194.93654652253;1331.51987962636;1366.0027936087;1366.76728008263;1460.07036174034;1458.94962503475;1393.33018821957;1621.33200845936;1901.03159815462;2232.60487648955;2252.89669551979;2344.927868408;2783.57348748469;3084.52642779356;2753.53862260193;3237.66407550893;3636.06909548803
Maldives;MDV;320081;3134.4940267624;980.02043629588;1083.11273667832;1229.10888417977;1356.55935597488;1463.003515181;1604.22076526369;1773.43805304938;1962.23814190063;2046.8508762745;2193.74444158357;2284.97395506224;2888.65661759206;2934.26125534071;3313.50945354333;3696.40457682104;3361.59247561306;4353.01366980719;5079.99486886364;6149.011846947;6229.67049358598;6570.42911186033;6405.05305735452
Solomon Islands;SLB;552267;1146.17704768225;977.346166538701;1006.23200798568;1156.47178478193;1219.50153190023;1340.90588406916;1457.15002276777;1542.63326416912;1508.37426479301;1217.80744691772;1212.72975001437;1064.51468745637;952.960728896227;790.690856078398;748.825924372217;820.95446791646;881.024849206086;945.622039064016;1180.72545478204;1265.71947744094;1147.24367231848;1261.03875083946;1517.42201670113
Moldova;MDA;3559000;822.364966086212;972.093095245982;835.015410176162;625.301538599629;640.165431547581;460.832255751053;476.992677956945;462.172015045522;527.391638067506;448.836570018737;321.02697253128;354.00166803162;407.730467741519;458.67819663511;548.290445491452;720.94313254258;831.160265173247;950.61642325016;1230.81187565932;1695.97328619193;1525.52654667283;1631.53319453364;1966.93614703287
Lebanon;LBN;4259405;4809.56647117176;962.729736236309;1471.05340487845;1771.41573789179;2318.6849138755;2852.73050135985;3384.02637503426;3868.2359910228;4378.74198769778;4732.81289028855;4712.98127599589;4612.19867159044;4641.12580409784;4950.81271881072;5103.11825332923;5449.93142302361;5394.47947582258;5476.19518525532;6059.85298164259;7218.67424462696;8256.09455077489;8781.43732939841;9413.12891312495
Cameroon;CMR;20030362;876.035383710035;915.503194226108;992.375393767365;884.634672662075;1022.33049404491;678.48944161672;626.471733140114;681.179711551752;672.540475337066;642.996394265669;684.313581193575;592.372000302157;600.577756152489;663.074230042411;811.625604448489;919.027751616904;944.987445072776;1000.26230805527;1113.44711377193;1265.30294385313;1157.14166976122;1144.24978199753;1259.87474474111
El Salvador;SLV;6227491;2288.99157056235;900.253166086084;981.1070969162;1082.96505560695;1242.46599388349;1427.57966985432;1657.04290151193;1781.18201360583;1906.92242457401;2042.90915434512;2108.68835853397;2211.02245894781;2315.23324892381;2389.13549289081;2504.22608018643;2620.47521294482;2825.18193085446;3053.8710511686;3295.41632436565;3496.29700203667;3353.82813810026;3460.02328760908;3701.98848942536
Cape Verde;CPV;500585;1807.16064995165;881.453067380319;899.262090671901;979.25567872536;1308.40774027251;1055.77667256262;1233.45721663169;1242.01213341234;1188.22227104695;1239.09506831159;1380.03042944764;1233.25752260653;1264.9501606375;1371.59254122846;1769.36757341846;1980.18463821144;2055.42798584824;2316.46928441021;2755.99392139761;3204.39075988221;3256.22633247153;3344.87220954099;3797.82900082028
Turkmenistan;TKM;5105301;1649.46946032823;881.152354562341;847.541719995419;824.462152637356;796.415844462983;625.34760204711;592.698785273691;557.510448967896;565.057669687832;592.836032793122;550.787024886125;645.277101469676;776.576495634939;969.986691297216;1286.04857036917;1455.96859810003;1706.95672639245;2140.34269572207;2606.41578729535;3918.25367026322;4059.38101242658;4392.71958330752;5496.59155962889
Cote d'Ivoire;CIV;20152894;866.170728162428;862.444755140237;810.499447531977;833.443342294429;799.245820645684;583.245791429541;749.471715907482;804.460239428405;756.656171659696;805.021001323622;773.043362360777;628.228114827668;624.244949630522;668.581510825482;787.000175103536;873.067464893308;908.023205068156;947.687605451015;1061.61668917115;1233.17241771432;1190.78050021129;1161.26313962414;1194.55859933097
